AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
谢菲尔德大学,硕士,Landscape Architecture,录取,2015,2,90,,312,211,Ornamental Horticulture,80.66,,,,
香港中文大学,硕士,Sociology,录取,2014,0,,,0,双非,应用心理学,84,,,,推荐信3封（一个系主任，一个调研大赛导师加任课老师，一个任课教授，HKU心理学系的一个professor是他的学生，认识班杜拉，不知道算不算牛）
伊利诺伊大学厄巴纳-香槟分校,硕士,Accounting,录取,2016,3,107,,0,211 & 985,,86.53,,,,
南安普顿大学,硕士,Optics,录取,2015,0,,6,0,211,光信息科学与技术,85,,,,
香港理工大学,硕士,English Language Teaching,录取,2015,3,,7,0,,英语,83,,,,申请的是英语教学，虽然学历背景不沾光，但是工作方面成绩还行。大学期间获得希望之星江苏一等奖，校学习优秀奖，任英语社副社长。工作三年，省论文一篇，市一等奖两个，校一等奖两个，辅导学生获省级奖和全国奖。
奥胡斯大学,硕士,Agrobiology,录取,2017,3,104,,0,211 & 985,草业科学,84,,,,有院级科创项目，但是没论文发。
哥伦比亚大学,硕士,Epidemiology,录取,2016,3,102,,320,211 & 985,公共卫生,84,国外高校（含港澳台）,Epidemiology,,"非核心论文一篇
科研项目打酱油两个
CDC，医院实习"
代尔夫特理工大学,硕士,Construction Engineering and Management,录取,2017,2,,6.5,0,211 & 985,工程管理,88.89,,,,"三流985
论文无，推荐就是两个副教授。
各种学校院里水水的小奖，一个专业相关的国家比赛奖。
几个相关实习。
两个大学生创新创业项目。获得国家级奖学金。"
南洋理工大学,硕士,Electrical and Electronics Engineering,录取,2014,3,,7,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,83,,,,无论文 导师推的导师..
南加州大学,硕士,Public Policy Analysis,录取,2017,4,110,,326,211,英语 金融,90,,,,国外交换经历比较丰富 美国德国中亚香港都有过交换； 实习主要是三个：政府 500强的企业和一所大学； 无牛推，一个五百强的evp，一个是美国的老师一个是学院的老师
纽约州立大学布法罗分校,硕士,Computer Science and Computer Engineering,录取,2013,0,,,317,双非,计算机科学,80,,,,本科HIT，无其他牛逼背景，纯属运气
香港城市大学,硕士,Finance,录取,2016,3,,7,0,双非,金融学,86,,,,双非，两个奖学金，三个实习，ACCA通过9门
萨斯喀彻温大学,博士,Sociology,录取,2014,2,95,,306,双非,社会工作,84.14,双非,,,
香港中文大学,硕士,Linguistics,录取,2016,3,101,7.5,0,211,汉语言,90,,,,
香港城市大学,硕士,Marketing,录取,2014,0,,,0,双非,软件工程,84,,,,985、211，学生会副主席，2次一等奖学金，3个实习，2个training，2个比赛，2封推荐信（1封学术1封职业）
伊利诺伊大学厄巴纳-香槟分校,硕士,Advertising,录取,2015,3,107,,320,211 & 985,行政管理,84,,,,一个传媒相关实习，一个国企市场部实习；一个校级课题，奖学金若干。
佛罗里达大学,博士,Plant Science,录取,2015,3,106,,327,211 & 985,植物保护,84,,,,在实验室打酱油一年半。一篇和专业不太贴合的SCI水作挂名，三篇中文期刊二三作。无牛推。
曼彻斯特大学,硕士,Human Resource Development,录取,2015,2,,6.5,0,211,会计,78,,,,
南安普顿大学,硕士,Social Policy and Social Research,录取,2015,3,,7,0,,social science,83,双非,,,两篇论文，其中一篇核心，牛腿一个，国内某研究机构和海外实习，连续两年校奖
俄亥俄大学,博士,Interdisciplinary Art,录取,2016,1,88,,294,双非,公共艺术设计,94,国外高校（含港澳台）,艺术,90,"本科为艺术设计类世界前一百的院校（在中国的，我就不提是啥了）
录到的专业是interdisciplinary art中的艺术美学+电影艺术交叉艺术研究"
西安大略大学,硕士,Curriculum,录取,2015,2,99,,0,双非,英语师范,85,,,,"不知名荣誉学院；公费台湾交流半年；学年论文一篇（Oedipus...骚年，谈心吗）
7所学校的实习经历，医院，监狱和学校的志愿者工作若干
不造算不算牛推，1.美籍curriculum专业PhD教授 2.教育学教授 
文书：撸了10遍有余，前几遍自己来，后来网上找人，再来是找一个教育学的外教，再来是自己推翻再来，再来就是找GPA巨高的学霸润色，最后我抓虫。

关于GPA，我很焦心啊，大一被迫修了高数，统计学，物理……对，物理……然后就着这么美妙的成绩了"
香港中文大学,硕士,Social Work,录取,2015,2,,6.5,0,211 & 985,public administrition( the direction of,84,,,,一位教授、一位副教授，教授（博导）是老年研究所副所长；做过大学生创新实验计划，北京市项目（组长），以及其他的科研（都是组长）；实习经历四个，分别是麦格劳希尔公司（500强），公安部、卫计委和一家房地产咨询评估机构，其实都比较水；社团活动比较多，但也是学校正常的发展路径，大三部长之类的，志愿者之类的。
华盛顿大学,硕士,Architecture,录取,2015,2,96,,308,211,建筑学,74,,,,纯参数化方向作品集，TOP 20国际事务所实习经验+Global Director推荐信，某国际基金组织助学金10年大陆唯一获奖者（共连续获得四年），某建筑论坛团队成员，某筑参数化讲师，某参数化教材作者。SCI论文《Voronoi全局排序性》一篇，（三作，一作为一数学系博士前辈，二作为其导师）。等等...
德克萨斯大学奥斯汀分校,硕士,Law,录取,2015,3,102,,0,双非,法学,84,,,,"DIY：

推荐人4位学院老师(一位院长，一位YLS SJD，一位NW JD校友，一位学院很熟的MENTOR)；

最近正在King & Wood Mallesons 实习；

海外留学经历；

以前实习期间参加过一次国际商事仲裁；

些许Transactional Law的实务经验；

代理过8个公益诉讼和法律援助诉讼案件；

PS写完后让ABC表姐修改了下"
香港理工大学,硕士,Common Law,录取,2016,0,,6,0,双非,工程管理,88,,,,有一些实习，有一些奖学金，有一些交换生经历
伯明翰城市大学,硕士,Interior Design,录取,2015,0,,6,0,双非,艺术设计,78,,室内设计,,
波士顿大学,硕士,Economics and Econometrics,录取,2015,3,100,,320,211 & 985,经济学,84,,,,有过两个实习，一个在香港AIA参加那种交流项目的实习，另一个是行业研究的实习；社团活动比较丰富，也获过几次奖学金；推荐信都不是牛人，2个大学教授+1个实习领导的常规模式
代尔夫特理工大学,硕士,Electrical and Electronics Engineering,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,光电信息工程,82.48,,,,学校科研优秀一个（水），无paper，无牛推，若干水竞赛无大奖，一个月的实习
香港理工大学,硕士,Management Information System,录取,2014,0,,,0,国外高校（含港澳台）,金融,82,,,,城大本科金融
香港中文大学,硕士,Global Political Economy,录取,2015,3,,7,0,211 & 985,人力资源管理,84,,,,"推荐信：三个教授，俩算牛推，还有一个实习单位领导的推荐信。
论文：不太牛的杂志发表了一个管理类的论文
实习：一共俩，一个是本专业实习在一个国企，还有一个是在四大行之一的总行的金融方面实习
学生活动：学院文艺部长，学生会副主席
其他活动：学校乐团成员，参加了很多校内校外演出。学院艺术团团长。
奖学金和各种奖：没学习类奖项，有三个文艺类奖学金，还有俩是文艺比赛的奖，还有什么军训连嘉奖什么学院个人突出贡献奖啥的一共十来个吧
1月最新考的雅思成绩：听力7.5，阅读7.5，写作6，口语6.5"
利兹大学,硕士,Marketing,录取,2017,2,,6.5,0,,產業經濟學系/ 財務金融學系,91.74,,,,求同錄取的同學，可以加我wechat:454394911
香港城市大学,硕士,English Studies,录取,2016,3,105,,0,双非,英语,84,,,,一个支教志愿者 台湾交换一学期 土耳其交流项目 一个实习和学校奖学金
罗格斯大学,博士,Chemical Biology,录取,2015,3,104,,323,,化学,84,,,,"一篇SCI一作，一篇文章In preparation(不是一作，投JACS）。
还在各种实验室都混过，也做过国创，不过都没文章。没有牛推。"
香港教育学院,硕士,Chinese Studies,录取,2016,0,,6,0,双非,汉语言文学,84,双非,,,
香港大学,硕士,Public Health,录取,2015,2,,6.5,0,双非,预防医学,81,,,,"奖状：校挑战杯三等奖、拿过两次三等奖学金、一次学习进步奖、学校优秀学生干部。、
实习：深圳二甲医院临床实习24周、深圳CDC专业实习12周"
哥本哈根大学,硕士,Food Science,录取,2014,0,,,0,双非,食品科学与工程,85.7,,,,屌丝211学校，不过食品是全国专业第一。无论文，校奖学金社会奖学金一些，还有些几个学校间的食品创意大赛的奖，有1年多实验室经历。
南洋理工大学,硕士,Applied Economics,录取,2016,0,,,0,,金融,85,,,,
圣路易斯华盛顿大学,硕士,Law,录取,2015,4,110,,0,211 & 985,法律,88,,,,
香港城市大学,硕士,Advanced Technology and Management,录取,2016,0,,,0,双非,物理学,75,,,,有没有了解这个专业的同志啊，就业方向怎么样？？
华威大学,硕士,Marketing and Strategy,录取,2017,4,,7.5,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,新闻,84,,,,
杜克大学,博士,Chemistry,录取,2015,4,112,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,92,,,,双飞，申得比较多。。
佛罗里达大学,硕士,Chemical Engineering,录取,2016,3,102,,318,211 & 985,化工,84,,,,无论文，无牛推。一年半实验室经历，港大暑期科研实习。
宾夕法尼亚大学,硕士,Landscape Architecture,录取,2015,3,102,,322,,建筑学,88,,,,
香港浸会大学,硕士,Applied Linguistics,录取,2017,2,,6.5,0,双非,英语,81,,,,"兼职+全职教学经验有3年，学生年龄跨度较大，从5-50都有。
英语辩论赛国家级奖项，辩论和演讲的省级奖项几个
哈佛亚洲领导力计划成员
无论文，推荐信是学校院长一封，工作单位领导一封"
西密歇根大学,博士,Managerial Economics,录取,2015,0,,,0,211,,84,,经济,88,
东京大学,硕士,"Information, Technology, and Society in Asia",录取,2016,3,108,,322,211 & 985,行政管理,88,,,,"无论文，其中一封推荐信的老师和意属的研究生导师有过学术合作，有半年交换经历，有日语N2但是这个应该不影响

更新：收到GSP拒信。也许是研究计划写的不对GSP的胃口的原因？给以后申请者的建议就是GSP和ITASIA的计划最好写不同的两篇，贴着某个教授的方向写。"
香港城市大学,硕士,Professional Accounting,录取,2016,3,,7,0,双非,金融学,89,,,,辅修统计，银行和会计师事务所的实习，一个暑期社会实践，一个创新项目，还有些水水的校奖学金，证书啥的。
苏黎世大学,硕士,Economics,录取,2016,3,,7,319,,应用经济学,81,,Mathematics,81,
马萨诸塞大学安姆斯特分校,硕士,Landscape Architecture,录取,2017,3,101,,306,双非,园林,84,,,,二三等奖学金 有小的实习 获得过工业设计的奖..
